Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"42312","D.O.W. 195 F",,
"56278","T.A. Drift 3 1983 (3)",,
"78207","T.A. Zk 18.36c",,
"74476","T.A. Zakkendragershof 1986 (1)",,
"79511","T.A. Qb 23.7 (A)",,
"68971","T.A. Marco Pololaan 1964",,
"54237","T.A. Borneostraat 49-51 c. 1965 (1)",,
"89066","Doos 09 nr.09",,
"51700","T.A. Amsterdamsestraatweg 239 A 1988 (1)",,
"53627","T.A. Biltstraat 1992 (2)",,
"83466","T.A. F 14.192.17",,
"71869","T.A. Vaartsestraat 9-hoger 1983 (1)",,
"42178","D.O.W. 187 P",,
"66028","T.A. Johan van Oldenbarneveltstraat 6 1989 (3)",,
"55639","T.A. 1e Daalsedijk 35-41 c. 1965 (2)",,
"91691","Doos 40, nr. 63",,
"91128","Doos 4, nr. 62",,
"72014","T.A. Verlengde Hoogravenseweg c.1971 (1)",,
"85189","Verzameling 174",,
"94503","T.A. 955-1",,
"82092","T.A. Ic 3.35",,
"80061","T.A. Nd 22.5",,
"51861","Verzameling 199 (77)",,
"61718","T.A. Lange Nieuwstraat 75 1989 (1)",,
"45024","D.O.W. 648 G",,
"70173","T.A. Servetstraat 7 c. 1965 (1)",,
"74386","T.A. Zaagstraat 1 c. 1950 (1)",,
"78944","T.A. Sb 5.8",,
"73758","T.A. Wilhelminapark 27-30 1973",,
"41622","D.O.W. 143",,
"56986","T.A. Ganzenmarkt 7 1962 (1)",,
"81327","T.A. Jd 6.2",,
"71512","T.A. Tolsteegplantsoen 159 1986 (2)",,
"6189","T.A. 1979.215",,
"82711","T.A. Hm 37.2",,
"80814","T.A. Kb 2.4.6",,
"51641","T.A. Amsterdam-Rijnkanaal 1968 (1)",,
"75151","T.A. Ta 22.14",,
"53107","T.A. Begijnekade 1-4 1977 (1)",,
"65276","T.A.  Nieuwegracht  (Magdalenabrug-Agnietenstraat)    1964",,
"62277","T.A. Leidseveer 1958 (2)",,
"94958","T.A. 2519",,
"92883","T.A. 2085",,
"81178","T.A. Kf 8.8",,
"70361","T.A. Spinozaweg 1-hoger 1984 (1)",,
"89711","Doos 34, nr. 22",,
"71415","T.A. Trans 11-19 1986 (1)",,
"59566","T.A. Kardinaal de Jongweg 1967 (1)",,
"66713","T.A.  Oudegracht (Jansbrug-Bakkerbrug) c. 1925 (1)",,
"69912","T.A. Schoolstraat 37-37B 1973",,
"68568","T.A. Pausdam 1-2 1978 (1)",,
"62161","T.A. Lauwerecht  58-68    1975",,
"61887","T.A. Lange Smeestraat 3 1988 (1)",,
"83899","T.A. F 4.6",,
"81563","T.A. Jc 4.41.7",,
"83089","T.A. G 1.3.14.4",,
"89502","Doos 59, nr.03",,
"74666","T.A. Zonstraat (5/5bis-7)   1980 (1)",,
"91299","Doos 27, nr. 75",,
"43010","D.O.W. 308 Z",,
"75545","T.A. T 3.28.0.4.2",,
"72234","T.A. Vlampijpstraat 101 1989 (1)",,
"57690","T.A. Hamburgerstraat 3 1968 (1)",,
"82144","T.A. Ic 5.4 (B)",,
"56891","T.A. Gansstraat 9 c. 1957 (2)",,
"76721","T.A. V 6.22.5",,
"75645","T.A. T 14.1A",,
"72727","T.A. Voorstraat 14 1973 (1)",,
"93033","Prov. Utr. Welstands Cie Mon. lijst Loenen 68",,
"43158","D.O.W. 331",,
"67325","T.A. Oudegracht 196-198-200 (Gaardbrug-Hamburgerbrug) 1978",,
"68122","T.A. Oude Kerkweg 20-21 c. 1955 (1)",,
"71365","T.A. Tolsteegsingel 1958",,
"5632","T.A. 1981.112",,
"79647","T.A. Qa 1.14",,
"41148","D.O.W. 95",,
"91295","Doos 27, nr. 76",,
"74990","T.A. Tb 22.18  Verfwinkel v.d. IJssel  (Bremstraat 30 hoek Distelstraat)",,
"85220","Verzameling 174",,
"24246","8.1-4.1",,
"23393","13.21-7.4",,
"40337","D.O.W. 10 Ad",,
"59261","T.A. Janskerkhof 10 1978 (28)",,
"70625","T.A. Springweg 142 1980 (8)",,
"64876","T.A. Nieuwegracht 11 (Pausdam-Paulusbrug) c. 1969 (1)",,
"53655","T.A. Biltstraat 65 1988 (1)",,
"67236","T.A. Oudegracht  (Gaardbrug-Hamburgerbrug) +/- 1880",,
"89796","Doos 63, nr. 66",,
"79273","T.A. Re 8.2",,
"6205","T.A. 2000.0.518",,
"95048","T.A. 2084-1",,
"42840","D.O.W. 257 F",,
"94412","T.A. 931-19",,
"89848","Doos 40, nr. 50",,
"79555","T.A. Qb 26.9  (B)",,
"91540","Doos 26, nr. 30",,
"67983","T.A. Oudegracht 401 (Volderbrug-Tolsteegbrug) 1987 (15)",,
"54921","T.A. Catharijnebaan 1973 (15)",,
"91399","Doos 51, nr. 16",,
"63980","T.A. Antonius Matthaeuslaan 94-lager 1995 (1)",,
"83831","T.A. F 14.142.4",,
"58295","T.A. Herenstraat 46 1989 (1)",,
"73668","T.A. Monseigneur van de Weteringstraat 11C   1987 (1)",,
"55675","T.A. 1e Daalsedijk 266-268 c. 1965 (1)",,
"91446","Doos 18, nr. 34",,
"81690","T.A. Jb 3.17  (C)",,
"86077","Verzameling 127 (49)",,
"85327","Verzameling 174",,
"59281","T.A. Janskerkhof 10-11 1978 (1)",,
"69189","T.A. Prinsenstraat 28-lager 1991 (1)",,
"62625","T.A. Lombokstraat 43-lager c. 1965 (1)",,
"44706","D.O.W. 596 D",,
"82952","T.A. Hj 6",,
"81881","T.A. Ja 4.52",,
"62295","T.A. Leidseveer 19/19bis 1974 (1)",,
"66988","T.A. Oudegracht  153-155 (Bakkerbrug-Stadhuisbrug) 1975",,
"67961","T.A. Oudegracht 399 (Volderbrug-Tolsteegbrug) 1988 (1)",,
"78055","T.A. Zk 9.16.1.1",,
"51884","Verzameling 199 (100)",,
"5894","Prov. Utr. Welstandscie Mon. lijst Houten 61",,
"76430","T.A. V 5.67.3",,
"91082","Doos 4, nr. 43",,
"41229","D.O.W. 114 F",,
"57337","T.A. Goedestraat 109-lager 1980 (1)",,
"65868","T.A. Alexander Numankade 199 1981 (2)",,
"89341","Doos 60 nr. 35",,
"86487","Verzameling 219 (114)",,
"53527","T.A. Billitonkade 87-hoger 1974 (1)",,
"91696","Doos 12, nr. 54",,
"40681","D.O.W. 40 Ah",,
"63751","T.A. Mariaplaats 27 1986 (14)",,
"72442","T.A. Voetiusstraat  2   1992 (1)",,
"83105","T.A. G 1.3.24 (b)",,
"88408","Doos 26, nr. 55",,
"24679","T.A. Hp 68.3",,
"71392","T.A. Toulouselaan 45 1989 (1)",,
"89190","Doos 16 nr. 60",,
"92105","1983.064",,
"60496","T.A. Koningsweg 65-69 1991 (1)",,
"61661","T.A. Lange Nieuwstraat 29 1988 (1)",,
"73941","T.A. Winthontlaan 1963 (1)",,
"87993","1981.384",,
"79393","T.A. Ra 5.1.14",,
"83803","T.A. F 14.114",,
"54725","T.A. Buurkerkhof 5-lager 1976 (1)",,
"74736","T.A. Zandweg 43 1995 (1)",,
"64391","T.A. J.M. de Muinck Keizerlaan 1955 (1)",,
"81314","T.A. Jd 5.5",,
"91644","Doos 14, nr. 14",,
"83548","T.A. F 16.21",,
"40942","D.O.W. 67 O",,
"64516","T.A. Nachtegaalstraat 80 1987 (1)",,
"76150","T.A. U 2.100.6",,
"83468","T.A. F 14.192.19",,
"88094","Doos 20, nr. 37",,
"51645","T.A. Amsterdam-Rijnkanaal 1974 (1)",,
"44167","D.O.W. 515 F",,
"87647","Verzameling 172 (866)",,
"73327","T.A. Waterstraat 13 1973",,
"81596","T.A. Jb 2.02",,
"52235","T.A. Anthoniedijk 3-5-5A-7 1980 (1)",,
"88079","Doos 64, nr. 51",,
"45965","D.O.W. 893",,
"68652","T.A. Peltlaan 2 1971 (2)",,
"77066","T.A. X 5.15.7.1",,
"53349","T.A. Berberdreef 25 1994 (1)",,
"61989","T.A. Lange Viestraat 1974 (1)",,
"51001","T.A. Aakplein 1-hoger 1990 (1)",,
"72663","T.A. Voorstraat  79   1989 (1)",,
"63314","T.A. Maliesingel 2 1987 (1)",,
"81536","T.A. Jc 4.36.8",,
"71961","T.A. Veemarktplein c. 1967 (6)",,
"90192","Doos 39, nr. 56",,
"90122","Doos 5, nr. 63",,
"78705","T.A. Sa 3.35",,
"68864","T.A. Plompetorengracht 15a 1991 (1)",,
"51321","T.A. Achter de Dom 14 1989 (1)",,
"81333","T.A. Jc 2.8",,
"46335","D.O.W. 964 E",,
"85682","Verzameling 174",,
"83195","T.A. G 1.6.34",,
"44705","D.O.W. 596 C",,
"82601","T.A. Hl 44",,
"61657","T.A. Lange Nieuwstraat 25-25bis 1974",,
"62024","T.A. Lange Viestraat 201-693 1990 (13)",,
"51602","T.A. Ambachtstraat 7 1989 (1)",,
"71638","T.A. Tulpstraat 1/1bis 1980 (1)",,
"85328","Verzameling 174",,
"94272","T.A. 801-1",,
"40536","D.O.W. 340 (2)",,
"45485","D.O.W. 757 A",,
"45519","D.O.W. 768 H",,
"75023","T.A. Te 22.3.1",,
"41506","D.O.W. 137 Y",,
"68543","T.A. Parkstraat 32-36 c.1970",,
"83659","T.A. F 13.38.1",,
"45889","D.O.W. 875 B",,
"60868","T.A. Kromme Nieuwegracht   35A-37   1989  (1)",,
"69719","T.A.   Rijksstraatweg  32E  1996 (1)",,
"56466","T.A. Einsteindreef c. 1965 (1)",,
"62911","T.A. Maliebaan c. 1906 (3)",,
"43911","D.O.W. 521 I",,
"70053","T.A. Jan van Scorelstraat 165-lager 1980 (1)",,
"60738","T.A.  Korte Rozendaal   23-25   1987  (1)",,
"23299","4.12-2.1",,
"73405","T.A.  Wed 9 1963",,
"93703","T.A. 1978-218",,
"68859","T.A. Plompetorengracht 15 1977 (1)",,
"90008","Doos 42, nr. 31",,
"91698","Doos 17, nr. 82",,
"42283","D.O.W. 191 L",,
"65221","T.A. Nieuwegracht 87 (Quintijnsbrug-Magdalenabrug) c. 1970 (1)",,
"54564","T.A. Breedstraat 20-20b 1974 (1)",,
"89042","Doos 50 nr. 55",,
"74305","T.A. Wijde Begijnestraat 19 1991 (13)",,
"66851","T.A. Oudegracht  (bij de Bakkerbrug)  +/- 1957  (2)",,
"64661","T.A. Neude 4-lager c. 1905 (1)",,
"71819","T.A. Twijnstraat 58 + 62 1980 (1)",,
"55939","T.A. Domplein 1988 (1)",,
"64200","T.A. Minrebroederstraat 2 1969 (2)",,
"75814","T.A. T 18.6",,
"75726","T.A. T 17.22B",,
"56861","T.A. Galileïlaan 15 1982 (6)",,
"61419","T.A. Lange Elisabethstraat 1973",,
"71935","T.A. Vechtdijk 146-147-147A 1989 (2)",,
"53499","T.A. Beverstraat 65-67 c. 1965 (1)",,
"57106","T.A. Geertebolwerk 1 1980 (31)",,
"56349","T.A. Drift 23 1982 (9)",,
"56511","T.A. Eligenstraat 37-lager 1988 (1)",,
"53667","T.A. Biltstraat 103-hoger 1979 (1)",,
"82794","T.A. He 54 (C)",,
"5189","T.A. 1692-3",,
"61938","T.A. Lange  Smeestraat  40 1983 (1)",,
"93578","Prov. Utr. Welstands Cie Mon lijst Loenen 142",,
"77008","T.A. W 2.30 (A)",,
"93561","T.A. 1979-638",,
"90739","Doos 13, nr. 23",,
"56572","T.A. Enghlaan 15-17 1992 (7)",,
"6466","T.A. 1975.011",,
"55326","T.A. Clarenburg 1976 (1)",,
"94877","T.A. 2572",,
"66334","T.A. Oudegracht 33 (Zandbrug - Jacobibrug) 1976 (2)",,
"54225","T.A. Jacob van der Borchstraat 16-hoger 1995 (1)",,
"73322","T.A. Waterstraat 3 1975",,
"69069","T.A. Potterstraat 1973 (2)",,
"5925","T.A. 1040-1  (1)",,
"6245","T.A. 1985.037",,
"81476","T.A. Jc 4.6.5",,
"90854","Doos 35, nr. 55",,
"78590","T.A. Sa 3.14",,
"62531","T.A. M.P. Lindostraat 11-hoger 1992 (1)",,
"60371","T.A.  Kockstraat    1983  (1)",,
"54823","T.A. Calderónlaan c. 1956 (1)",,
"88708","Doos 25, nr. 44",,
"64208","T.A. Minrebroederstraat 6 1974",,
"78102","T.A. Zk 11.28",,
"77035","T.A. X 5.4",,
"69875","T.A. Schimmelpenninklaan 33-hoger 1995 (1)",,
"89754","Doos 34, nr. 37",,
"73403","T.A.  Wed 5-7 1993 (3)",,
"63719","T.A. Mariaplaats 27 1984 (9)",,
"83578","T.A. F 16.29",,
"40963","D.O.W. 67 Ak",,
"89263","Doos 10 nr.18",,
"63671","T.A. Mariaplaats 14  1991 (2)",,
"76842","T.A. W 2.16 (B)",,
"62356","T.A. Leidseweg 90 1991 (2)",,
"74708","T.A. Zonstraat 112a 1988 (2)",,
"61759","T.A. Lange Nieuwstraat 119 1991 (1)",,
"53839","T.A. Biltstraat 172 (A 1) 1984 (5)",,
"80323","T.A. Na 3.30",,
"71209","T.A. Minister Talmastraat c. 1955 (4)",,
"6377","T.A. 598-3",,
"23082","5.18-3.4 66",,
"62761","T.A. Lijnmarkt 25-29 1974",,
"43525","D.O.W. 387 E",,
"61772","T.A. Lange Nieuwstraat 10-hoger 1978 (1)",,
"73208","T.A. J. D. van der Waalsstraat 9-hoger 1991 (1)",,
"88113","Doos 20, nr. 36",,
"76117","T.A. U 2.83D",,
"62827","T.A. Lijnpadstraat 1973",,
"57708","T.A. Hamburgerstraat 17 1989 (1)",,
"41155","D.O.W. 98",,
"69466","T.A. Ridderschapsstraat 10-12 1974",,
"62199","T.A. Lauwersteeg 8 1989 (1)",,
"70153","T.A. Servaasbolwerk 14  1980 (1)",,
"87657","Verzameling 172 (876)",,
"75222","T.A. To 22.38",,
"89853","Doos 59, nr. 13",,
"90117","Doos 5, nr. 75",,
"74586","T.A. Zilverstraat 6-40 1974",,
"75180","T.A. To 22.4",,
"43899","D.O.W. 454",,
"66818","T.A. Oudegracht   134   (Jansbrug-Bakkerbrug)   c. 1905  (1)",,
"40791","D.O.W. 54 G",,
"52143","Verzameling 199 (359)",,
"88138","Doos 20, nr. 18",,
"53621","T.A. Biltstraat 1976 (2)",,
"88764","Doos 54, nr. 02",,
"88102","Doos 20, nr. 58",,
"88150","Doos 30, nr. 54",,
"89923","Doos 7, nr. 62",,
"61157","T.A. Kromme Nieuwegracht 66 1991 (1)",,
"95200","Prov. Utr. Welstands Cie Mon lijst IJsselstein 20",,
"70188","T.A. Mr. Sickeszlaan  1965 (2)",,
"62081","T.A. Lauwerecht 59-61-65-67 1980 (1)",,
"59790","T.A. Kanaalstraat 36-38 1982 (2)",,
"72067","T.A. Vinkenburgstraat 18 1990 (1)",,
"81519","T.A. Jc 4.34 (B)",,
"80732","T.A. La 9.38 (B)",,
"59864","T.A. Kanaalstraat 218-220 1989 (1)",,
"90211","Doos 43, nr. 78",,
"92278","T.A.. 1978.066",,
"73555","T.A. Weerdsingel W.Z. 29-30-31 1975",,
"45496","D.O.W. 764 A",,
"66312","T.A. Oudegracht 21 (Zandbrug - Jacobibrug)  c. 1966 (1)",,
"82410","T.A. Hx 9",,
"45872","D.O.W. 868 D",,
"84823","T.A. Cd 23",,
"78289","T.A. Zl 12h",,
"53668","T.A. Biltstraat 103-107 1934 (1)",,
"82857","T.A. Hf 72.2",,
"44059","D.O.W. 493 Q",,
"57725","T.A. Hamburgerstraat 2 1989 (1)",,
"45782","D.O.W. 853 P",,
"70820","T.A. Stationsplein c. 1955 (1)",,
"64745","T.A. Neude 31-hoger c. 1905 (1)",,
"46257","D.O.W. 957 L",,
"24053","1.0-1.1",,
"78592","T.A. Sa 3.16.1",,
"73821","T.A. Willemstraat 1903 (1)",,
"73028","T.A. Vredenburg 1994 (2)",,
"64562","T.A. Neude c. 1904 (5)",,
"89082","Doos 54 nr. 46",,
"66928","T.A. Oudegracht (Bakkerbrug-Stadhuisbrug) ± 1970 (2)",,
"55654","T.A. 1e Daalsedijk 102 c. 1965 (3)",,
"69569","T.A. Roerstraat c. 1970 (10)",,
"66432","T.A.  Oudegracht (Jacobibrug - Viebrug) c. 1880 (1)",,
"93290","T.A. 1979-596",,
"59556","T.A.  Johanniterweg   1995  (1)",,
"23069","5.24-3.438",,
"82104","T.A. Ic 4.2 (C)",,
"46352","D.O.W. 965 D",,
"91229","Doos 18, nr. 68",,
"42463","D.O.W. 225 H",,
"46475","D.O.W. 996",,
"90589","Doos 59, nr. 62",,
"94039","T.A. 1981-302",,
"76147","T.A. U 2.100.3",,
"68127","T.A. Oude Liesbosweg 1973 (2)",,
"88521","Doos 64, nr.65",,
"77905","T.A. Zi 10.5B",,
"24362","15.4-8.5",,
"64866","T.A. Nieuwegracht 1-5 (Pausdam-Paulusbrug) 1978 (1)",,
"71685","T.A. Twijnstraat  1-3   1973",,
"42994","D.O.W. 308 J",,
"79904","T.A. Pb 6",,
"62722","T.A. Lucasbolwerk 24 1989 (1)",,
"41375","D.O.W. 125 B",,
"70100","T.A. Jan van Scorelstraat 76-hoger 1980 (1)",,
"84698","T.A. Cd 10.1",,
"65502","T.A. Laan van Nieuw Guinea 79-lager 1989 (1)",,
"83900","T.A. F 4.19.1",,
"58244","T.A. Herenstraat 11-13 1989 (1)",,
"88809","Doos 61, nr. 47",,
"53919","T.A. Biltstraat 182 c. 1890 (1)",,
"40184","D.O.W. 2 Ab",,
"71810","T.A. Twijnstraat 50-56 1980 (1)",,
"42586","D.O.W. 212 A",,
"82425","T.A. Hn 21 (B)",,
"63422","T.A. Maliesingel 74 1988 (1)",,
"71352","T.A. Tolsteegplantsoen c. 1960 (1)",,
"65242","T.A. Nieuwegracht 68-74 (Quintijnsbrug-Magdalenabrug) 1972  (1)",,
"68467","T.A. Palmstraat  12-16  1975",,
"82644","T.A. Hm 11",,
"57752","T.A. Hamburgerstraat 28 1986 (6)",,
"92180","T.A. 1981.104",,
"56843","T.A. Galileïlaan 15 1980 (2)",,
"73516","T.A. Weerdsingel W.Z. 1969 (3)",,
"64754","T.A. Neude 36 c. 1960 (1)",,
"85702","Verzameling 174",,
"56114","T.A. Donkere Gaard 7 1989 (1)",,
"85499","Verzameling 174",,
"44679","D.O.W. 592 Bj",,
"70079","T.A. Jan van Scorelstraat 2 1982 (3.4)",,
"86511","Verzameling 219 (106.2)",,
"65800","T.A. Alexander Numankade 75-79 1977",,
"62157","T.A. Lauwerecht  40-52 1980 (1)",,
"72868","T.A. Vredenburg 1903 (1)",,
"76074","T.A. U 2.38 (B)",,
"53364","T.A. Loeff Berchmakerstraat 21 1988 (1)",,
"65277","T.A.  Nieuwegracht  (Magdalenabrug-Agnietenstraat)    c. 1965  (1)",,
"43161","D.O.W. 333",,
"78096","T.A. Zk 11.22",,
"94916","T.A. 2331",,
"56721","T.A. Burg. Fockema Andreaelaan 7 1960 (2)",,
"6097","T.A. 2000.0.442",,
"57124","T.A. Geertebolwerk 1 1980 (49)",,
"80891","T.A. Ka 5.2.6",,
"61966","T.A. Lange Viestraat 1930 (1)",,
"65545","T.A. Laan van Nieuw Guinea 136-hoger 1989 (1)",,
"62494","T.A. Lichte Gaard 9 c. 1965 (1)",,
"45214","D.O.W. 678 C",,
"77921","T.A. Zi 12.11",,
"60134","T.A. Keizerstraat 42-44 1982 (12)",,
"63282","T.A. Maliesingel   c. 1900  (3)",,
"42372","D.O.W. 197 H (4)",,
"71150","T.A. Surinamstraat 86-lager 1976",,
"51592","T.A. Amazonedreef 52-70 1983 (1)",,
"85101","Verzameling 180 (28)",,
"42360","D.O.W. 197 D (4)",,
"54391","T.A. Ina Boudier-Bakkerlaan 153 1976 (1)",,
"72654","T.A. Voorstraat 63 1969 (1)",,
"73292","T.A  Waterhoenhof 1984 (1)",,
"79139","T.A. Rc 1.64.3",,
"44084","D.O.W. 524 K",,
"76808","T.A. W 1.35 (A)",,
"83708","T.A. F 14.25.4",,
"65317","T.A.  Nieuwegracht  157-159 (Magdalenabrug-Agnietenstraat) 1975",,
"54270","T.A. Bosboomstraat 1 1979 (3)",,
"53081","T.A. Nicolaas Beetsstraat 3 1992 (1)",,
"61750","T.A. Lange Nieuwstraat 99-99bis 1974",,
"54507","T.A. Breedstraat 5 1989 (1)",,
"40372","D.O.W. 10 Bi",,
"44961","D.O.W. 631 A",,
"54770","T.A. Buurkerkhof 10 1985 (4)",,
"45403","D.O.W. 735 D",,
"45029","D.O.W. 648 L",,
"55335","T.A. Jan Pieterszoon Coenstraat 5 1980 (1)",,
"42891","D.O.W. 274 E",,
"55986","T.A. Domplein 22 1982 (1)",,
"76599","T.A. V 5.144",,
"43022","D.O.W. 310 D",,
"24166","26.11-6.6",,
"68418","T.A. Paarlstraat 1-hoger 1980 (1)",,
"77680","T.A. Zh 1.7 (5)",,
"82076","T.A. Ic 3.28",,
"83398","T.A. G 1.1.113 (detail)",,
"108536","SSFU-nr. 1996-1 (14)",,
"105033","I.A.  Hogeweg, J.L.   (1)",,
"103314","H.A. V 86.9.1.17",,
"98767","H.A. V 23.91",,
"104429","I.A.  van Dokkum,  H.M.  (1)",,
"100255","H.A. V 53.5.28.1",,
"99397","H.A. V 33.25",,
"103473","H.A. V 90.9.7.1",,
"99823","H.A. V 20.20 (C)",,
"105269","I.A.  Kerk,  Kapittel van Oudmunster,   (1)",,
"102474","H.A. V 76.5.21.8",,
"106216","I.A.  van Rhijn,   M.  (5)  links",,
"100435","H.A. V 56.11.12.3",,
"105134","I.A.  Hijmans van den Bergh,   A.A.   (3)",,
"120965","T.A. T 3.24 (F)",,
"100849","H.A. V 63.7.13.5",,
"105932","I.A.  Onderwijs,  R.K. Meisjesschool,  leerlingen,   (1)",,
"107233","I.A.  Zadelhof,   W.G.  (1)",,
"98343","H.A. V 9.5",,
"98580","H.A. V 12.2",,
"102151","H.A. V 71.1.5.2",,
"106839","I.A.  Vereniging, Vereniging Oud-Utrecht, Bestuur  (1)",,
"109059","431",,
"109132","497",,
"98238","H.A. V 23.50",,
"103616","H.A. V 94.10.12.4",,
"97578","H.A. V 45.5.2.4",,
"104990","I.A.  Herzberger,  H.  (2)",,
"108908","290  NEG. 05727A",,
"97665","H.A. V 45.6.12.1",,
"108335","SSFU-nr. 1993-1 (1)",,
"105863","I.A.  Nierstrasz,   H.F.   (1)",,
"101734","H.A. V 69.2.17.4",,
"107837","SSFU-nr. 1990-1 (34)",,
"105166","I.A.  Jansen,  E.H.   (1)",,
"104019","I.A. van den Berg, H.J.  (1)",,
"100202","H.A. V 52.6.29",,
"107873","SSFU-nr. 1990-3 (9)",,
"101570","H.A. V 68.7.29.1",,
"105141","I.A.  Italie,   H.   (1)",,
"102521","H.A. V 77.6.23.3",,
"103271","H.A. V 86.1.17.1",,
"98154","H.A. V 5.30",,
"109659","H.A. V 36.149",,
"109633","H.A. V 36.123",,
"100704","H.A. V 62.1.9.8",,
"100594","H.A. V 60.8.31.1",,
"99835","H.A. V 22.7",,
"106606","I.A.  Talma,   S.   (2)",,
"107111","I.A.  van de Wetering,  H.  (10 onder)",,
"97830","Verzameling 151 (25)",,
"100753","H.A. V 62.5.5.21",,
"97382","H.A. V 39.42",,
"101318","H.A. V 67.5.2.14",,
"97270","H.A. V 4.10",,
"125833","H.A. V 65.10.7.6",,
"104620","I.A.  Fockema Andreae,  J.P.   (26)",,
"99995","H.A. V 26.179",,
"103988","I.A.  Beets,   N.   (59)",,
"99321","T.A. H.A. V 31.16",,
"108233","SSFU-nr. 1991-7 (21)",,
"99926","H.A. V 26.91",,
"97113","H.A. T 91.11",,
"106368","I.A.  Schmidt,  G.  (1)",,
"99487","H.A. V 34.40.2",,
"101741","H.A. V 69.2.26",,
"106705","I.A.  Universiteit,  U.S.C.,  Senaat.   (19)",,
"105897","I.A.  Nijland,   A.A.   (2)",,
"101874","H.A. V 69.10.3",,
"103503","H.A. V 91.7.15.10",,
"106207","I.A.  Reumer,   W.  (1)",,
"129434","AC 10-63",,
"126053","T.A. Jd 5.15",,
"108259","SSFU-nr. 1992-1 (8)",,
"104756","I.A.  Gewin,  B.  (1)",,
"106795","I.A.  Vereniging,  Muziekvereniging  ""Juliana""  (1)",,
"98815","H.A. V 24.15",,
"102640","H.A. V 79.3.8.4",,
"101904","H.A. V 69.11.12.3",,
"99919","H.A. V 26.82",,
"108652","SSFU-nr. 1998-2 (50)",,
"103215","H.A. V 84.11.23.1",,
"101936","H.A. V 70.2.21.6",,
"103869","I.A.  van Andel, H.   (2)",,
"103607","H.A. V 94.4.29.2",,
"109535","H.A. V 36.38",,
"109640","H.A. V 36.130",,
"108294","SSFU-nr. 1992-2 (13)",,
"97497","H.A. V 41.39",,
"106344","I.A.  de Savornin Lohman,   B.C.   (6)",,
"121116","Verzameling 123 (106)",,
"102987","H.A. V 82.6.26.6",,
"100579","H.A. V 59.12.10.4",,
"101474","H.A. V 68.3.1.4",,
"109399","H.A. V 31.35",,
"100318","H.A. V 55.9.13.2.1",,
"105769","I.A.  Moorrees,  C.W.  (2)",,
"124704","Verzameling 162 (3)",,
"99566","H.A. V 35.36",,
"124674","H.A. V 45.6.6.30",,
"128084","ABD II 41",,
"105214","I.A.  Jonker,  G.J.A.   (2)",,
"98339","H.A. V 9.1",,
"108619","SSFU-nr. 1998-2 (17)",,
"101814","H.A. V 69.8.9.2",,
"108562","SSFU-nr. 1997-1 (4)",,
"97296","H.A. V 4.31.1",,
"106398","I.A.  Schrijnen,   J.C.F.H.   (2)",,
"102784","H.A. V 80.6.24.2",,
"99793","H.A. V 18.166",,
"108420","SSFU-nr. 1994-1 (1)",,
"98999","T.A. H.A. V 27.30",,
"106703","I.A.  Universiteit,  U.S.C.,  Senaat.   (16)",,
"101300","H.A. V 67.4.27.7",,
"105756","I.A.  Mollem,   D. van   (4)",,
"99934","H.A. V 26.125",,
"109405","H.A. V 31.41",,
"105165","I.A.  de Jager-Stekelenburg,  W.  (1)",,
"105378","I.A.  Koster,   W.   (1)",,
"129766","5412",,
"104739","I.A.  Gemeentelijke Instellingen,  Politie,  Verkeer  (8)",,
"105297","I.A.  Kieboom,  W.A.  (1)",,
"104393","I.A.  Denus,  A.W.   (1)",,
"100671","H.A. V 61.9.21.1",,
"97822","Verzameling 151 (17)",,
"101613","H.A. V 68.9.6.16",,
"101386","H.A. V 67.10.7",,
"105927","I.A.  Onderwijs,  Muziekschool Toonkunst,  leraren,   (1)",,
"101820","H.A. V 69.8.15.1",,
"107030","I.A. van de Wall Bake,  H.L.A.  (2)",,
"121417","T.A. Zf 14.2",,
"124698","H.A. V 45.6.6.54",,
"106771","I.A.  Vereniging Bescherming R.K. Meisjes  (1)",,
"98556","H.A. V 11.42",,
"103570","H.A. V 92.11.2.1",,
"99501","H.A. V 35.4",,
"98039","Verzameling 160 (25)",,
"101418","H.A. V 67.12.21.3",,
"99895","H.A. V 26.58",,
"99759","H.A. V 38.50",,
"108604","SSFU-nr. 1998-2 (2)",,
"99190","T.A. H.A. V 30.30",,
"99597","H.A. V 36.14",,
"107723","SSFU-nr. 1989-7 (5)",,
"106552","I.A.   Stooker,  W.  (4)",,
"99744","H.A. V 38.34",,
"99229","T.A. H.A. V 30.94",,
"102861","H.A. V 80.11.15.2",,
"101532","H.A. V 68.5.25.5",,
"109012","375",,
"107071","I.A.  Weitzel,  F.Th.   (3)",,
"98771","H.A. V 23.95",,
"122332","T.A. Zb 7 (H)",,
"99134","T.A. H.A. V 29.59",,
"97634","H.A. V 45.5.7.22",,
"103354","H.A. V 88.4.12.1",,
"106649","I.A.  Trooster,  S.G.   (2)",,
"97927","Verzameling 153 (11)",,
"124450","T.A. Jb 4.9 (A)","Vervallen Atlantisnr. 3391","Verzameling 78 (10)"
"122236","Verzameling 16","T.A. To 22.18.5","T.A. Oudegracht 158-lager (Bakkerbrug-Stadhuisbrug) c. 1900"
"122916","T.A. Em 5.65","T.A. Maliebaan 1878 (1)","Verzameling 18 (12)"
"122923","T.A. Vismarkt 1878 (1)","T.A. Ev 9.8","Verzameling 18 (19)"
